tweet,sentiment,
"Tahap Pertama, Tangsel Terima 8.920 Dosis Vaksin Covid-19  https://t.co/DpKXYpFlTQ",pos,
"Tahap Pertama, Tangsel Terima 8.920 Dosis Vaksin Covid-19  https://t.co/DpKXYpWWLo via @Indopolitika",pos,
"Pada akhirnya, kita tidak bisa saling memaksa utk orang setuju dengan pendapat kita. Kubenci sangat, di saat seperti ini, saat masih byk yg bingung dan ragu dengan vaksin covid; tapi ada beberapa pihak yg dengan sengaja menakut2i, membuat semakin bingung. #pengenngepruk",pos,
"@Muflih_Ns ibu saya nakes, menurut seminar yg beliau hadiri, vaksin saat ini hanya mampu mencegah 6 varian virus covid. dimana total varian virus covid sendiri sudah berkembang menjadi 9 varian. jadi kalau sudah divaksin belum tentu bebas covid",netral,
Ada umat crta klo covid makin meningkat tajam. Buat misa pun hrs berjuang menahan rindu sambut Tubuh Kristus. Jd ingat pnh buat lagu ini di awal2 Covid. Stay safe semuanya. Tuhan memeluk kerinduan2 kita saat ini yg msh berbentuk harapan hadirnya vaksin: pulih. Sabar 1/1.  https://t.co/xgzG2XcFWN,netral,
"Ingat, kenaikan harga cabe bukan pengalihan isue vaksin covid, tapi karena ""cabe2an"" langka oleh sebab PSBB ketat. 😅  https://t.co/fcNgGTnkAn",neg,
"Selalu suka pakai analogi hujan-payung untuk menjelaskan vaksin covid sama temen2. Tapi susah memang kalo sudah bebal, mau dikasih analogi yg simple pun, terlihat rumit.",neg,
"@deka170881 @midooooonnnn @uusbiasaaja fungsi vaksin biar apa sih? meningkatkan imun?  berarti orang yang sudah pernah kena covid dan syukur ""bisa dan sudah"" sembuh berhak menolak dong kalo ndak mau? toh imun sudah meningkat?",neg,
Vaksinasi Covid-19 yang akan digunakan di Indonesia adalah Vaksin yang telah diuji melalui Penelitian di berbagai Negara dan terbukti aman. (Presiden RI - Joko Widodo)   Vaksin Aman dan Halal  #rsupfatmawati  #yankes  #dinkesdki  #kemenkes_ri  #vaksin  #covid_19  https://t.co/PaxOOVWH5H,pos,
"Anggota DPR RI Tolak di Vaksin Covid-19, Ribka Tjiptaning: Itu Hak Masing-Masing Warga, Kalau Maksa Langgar HAM |  https://t.co/IdqujYCxKs:  https://t.co/nWsndxmo5W",neg,
Pemda DIY tak beri Sanksi utk Warga yg Tolak Vaksin Covid  Pemda ACEH tak Wajibkan Warganya Divaksin Covid  Wali Kota BEKASI tak akan memberi sanksi warganya yg menolak utk disuntik vaksin Covid  WHO : Tak Setuju Negara Wajibkan Vaksinisasi Covid  Bagaimana dgn Pem. Pusat ?,neg,
@Zahrah40291660 @geloraco Ayo siapa saja yang mau ikut uji coba vaksin covid-19??,netral,
"@ericericeric_ tanya dong, kalo udah di vaksin apa bisa anti covid? main sama orang kena covid ngga tertular gitu?",netral,
"Unggah Kartu Vaksinasi Covid, Jokowi Disuntik Lagi 27 Januari di Klinik Paspamres: Presiden Joko Widodo (Jokowi) mengunggah kartu vaksinasi Covid-19 dalam akun instagramnya. Kartu tersebut didapat usai disuntik vaksin buatan China, Sinovac, di Istana…  https://t.co/cfZ0RyvJ2N",netral,
"@RichardJKnight8 @Anjaswisesa_K @Nissakti Silahkan ikut vaksin broo... gw sih sudah merasa bebas covid tnpa vaksin... sudah setaun saya PP jakarta zona hitam covid, cuma pke buff tipis sampe skrng biasa ajah, Gw sudah buktikan sendri broo, lgsng praktek ajah di lapangan ga usah baca buku.",neg,
"@febrinasugianto Menurut saya yg menjadi titik permasalahan itu adalah hilangnya kepercayaan masyarakat terhadap pemerintah. Coba deh dengerin ujung dr perkataan org yg nggk percaya covid dan nolak vaksin itu, intinya yaa nggk percaya pemerintah.",neg,
"@ernestprakasa kalo udah di vaksin, apa boleh main sama orang yang kena covid? apakah bisa anti covid ya?",netral,
"Ada Vaksin Covid-19, AP II Jumlah Penumpang Bisa Naik 27 Persen  https://t.co/H2RuaPJRX7",netral,
Ada 19 Kondisi Khusus yang Tak Bisa Terima Vaksin Covid-19  https://t.co/0EeEw6IBMz,neg,
Sederet Pemimpin Negara yang Sudah Divaksin Covid-19 Sebelum Jokowi  Baca selengkapnya di sini!   https://t.co/CQMibquMQP  #MataIndonesia #VaksinCovid19 #Vaksin #News,netral,
Zainudin Amali Ajukan ke Kemenkes agar Atlet dan Ofisial Diprioritaskan Vaksin Covid-19  https://t.co/7v3ArMnsVI  https://t.co/c7CmDIE6S3,netral,
Satgas Kab Bekasi menyebut saat ini belum menerima vaksin Covid-19  https://t.co/7Iu2R6HA7R,neg,
@jokowi Pak setelah di vaksin apakah gaji saya akan kembali normal atau masih ada potongan covid?,neg,
@febrinasugianto 4.jadi buat mbak nya terima kasih banyak informasinya dan bagi yang mau di vaksin monggo yang gak mau jangan di cacat karena kita ini MANUSIA YANG HIDUP DI DUNIA CUMAN MAMPIR NGOMBE..mau kena covid atau enggak kita bakal tetap mati...,pos,
"kalo gini gampang buat edukasi keluarga ttg vaksin covid 19, tinggal bilang ""raffi ahmad aja udah suntik""",neg,
Raffi Ahmad Merasakan Pegal-pegal Dikit Usai Disuntik Vaksin Covid-19  https://t.co/XOsWhBTZ6k lewat @radarbogorID,neg,
"@erlngga__ @zoelfick @nezukoreo Karena atta pernah sakit terkontaminasi covid, jadi gak layak untuk di vaksin",neg,
Jangan iri bapak Terhormat. Pak @jokowi mau memilih aktor yang dapat meningkatkan minat kami sebagai masyarakat agar bisa menerima vaksin. Agar Indonesia bebas dari covid. Pikir postif aja napa ckck,pos,
"Keadaan mkin susah, presiden cuma ngomongin vaksin. kepala daerah cuma bikin bikin perda,surat edaran yg tdk efektif dr muncul awalnya covid. trus solusinya mengatasi covid apa ?   mangan..masker ? Klo pejabat ditanya soal covid, jawab nya ngah ngoh klo ditanya !! ",neg,
Sehat Terjamin dengan Vaksin  Pemerintah yakin saat Ini masyarakat sedang menggali banyak informasi yang kredible tentang vaksin Covid 19. Maka dari itu pemerintah menjamin keamanan dan standard vaksin melalui uji klinik dan non klinik dari BPOM.  #IndonesiaSiapDivaksin  https://t.co/TDB8lWCRwc,pos,
"Berjuang bersama, Ikhtiar bersama. Indonesia Wajib Bebas Covid Kami Siap di Vaksin Ayo #sukseskanvaksinasi  #JawaTimurBangkit @polisi_jatim  https://t.co/PNIuqd2cn2",pos,
"@agathaaazahra @LOVE_AG4EVER Mas nya aja yg nunggu bertahun2 smpe yakin Utk vaksin Semoga mas nya sehat selalu... InsyaAllah sy ikut kondisi sekarang percaya pd vaksin covid yg ada , gratis Alhamdulillah bayar jg gpp drpd tiap bulan hidung ditusuk2 melulu demi Kesehatan org banyak...",pos,
"Berjuang bersama, Ikhtiar bersama. Indonesia Wajib Bebas Covid Kami Siap di Vaksin Ayo #sukseskanvaksinasi  #JawaTimurBangkit @polisi_jatim  https://t.co/pDOM0p5WHG",pos,
"Finally! Hari ini pelaksanaan vaksinasi Covid-19. Pak Jokowi jadi orang yang pertama. Jangan takut vaksin ya, yuk dukung dan sukseskan vaksinasi Covid-19. #vaksinasimelawanpandemi  https://t.co/cwEoZDNkJO",pos,
#Humaniora Dr. Aaron penerima vaksin COVID-19 pertama di Papua  https://t.co/8faP5p7Zhm,netral,
#Humaniora Dinkes Sultra distribusikan Vaksin COVID-19 ke daerah  https://t.co/8VciAM7jJI,pos,
#Hiburan Kata Bemby Gusti mengenai vaksin COVID-19  https://t.co/HC3wY8OHt7,netral,
BPIP Dorong Masyarakat Putus Mata Rantai Covid-19 dengan Vaksin  https://t.co/KPtB14yhrt,netral,
"Kesan Presiden Jokowi Setelah Divaksin Covid-19 untuk Pertama Kalinya  Presiden Joko Widodo menjadi pihak pertama yang menerima suntikan dosis vaksin Covid-19 perdana pada Rabu, 13 Januari 2021, di Istana Merdeka, Jakarta.  https://t.co/4JBjxCBgi8",netral,
BPIP Dorong Masyarakat Putus Mata Rantai Covid-19 dengan Vaksin  https://t.co/KPtB14yhrt,netral,
Wah vaksin udah mulai dimassive kan nih..gimana nasib skripsi aqu yg berbau covid,pos,
Kenali Lebih Dalam Vaksin Covid-19  https://t.co/oeItH10D2p  https://t.co/eTyYeznFXc,netral,
"@SalmaBrecht @NataliusPigai2 dia bukan di vaksin covid 19 , tapi harus divaksin virus ebola yang berasal dari monyet afrika",netral,
"Pemerintah resmi memulai program vaksinasi Covid-19 secara gratis pada Rabu pagi, 13 Januari 2021. Presiden Joko Widodo menjadi pihak pertama yang memulai sekaligus memperoleh suntikan dosis vaksin Covid-19 perdana.  https://t.co/thvM1OCYE9",pos,
"@jokowi kartu vaksin jd penanda dn utk mmperlancar kegiatan usaha belajar piknik dll, yg tdk mau divaksin tp bs batasi pergerakannya jg kalo trinfeksi covid biar tanggung sendiri",neg,
"Vaksin COVID-19 itu masalahya bukan jadi titan, tapi embel² “vaksin akan diberikan dalam dua dosis selang tiga minggu”. Ini sampe mati mau divaksin terus? tidak habis thinking  https://t.co/16blqyWho2",neg,
Ini Kata Jokowi Soal Dokter yang Gemetar Saat Suntik Vaksin Covid-19 Sinovac  https://t.co/9xtOwQ494u  https://t.co/oVB4arjG5s,netral,
"masih berlangsung kan: ke luar kota, kudu menunjukkan bukti negatif/nonreaktif covid. Kira2, apakah akan perlu surat semacam ""sudah vaksin""?",netral,
berbagai tipe manusia 1. percaya covid 2. ga percaya covid 3. percaya covid tapi gapercaya vaksin 4. udah tau ke warung bawa uang pas tp ttp nungguin kembalian,netral,
"Heboh Kader Senior PDIP Tolak Vaksin COVID-19, Pakar: Ribka Tjiptaning itu Sarjana Kedokteran, Dia Tahu Apa yang Terkandung dalam Sinovac   https://t.co/nhW7zEijpc",neg,
"Presiden Joko Widodo mendapatkan suntikan perdana vaksin Covid-19 produksi Sinovac di Istana Merdeka, Jakarta, Rabu (13/1). Seperti janjinya, kesiapan ini untuk membuktikan kepada masyarakat bahwa vaksinasi aman dilakukan.  https://t.co/W8n7TKbDSn",pos,
"Resiko kalian,karna menolak di vaksin,besok ,suatu hari kena covid,biaya di tanggung sendiri titik,, #IndonesiaBisa",neg,
"Direktur Eksekutif Amnesty International Indonesia Usman Hamid menyatakan, pemerintah tak bisa memidanakan siapa pun yang menolak menerima vaksin. Usman menyayangkan jika ada pemerintah daerah memberlakukan sanksi pada penolak vaksin Covid-19  https://t.co/FITVStDR2M",neg,
@SalmaBrecht Suruh vaksin rabies aja dululah ga usah covid,neg,
"Ayo dukung Vaksinasi Covid-19 Indonesia Wajib Bebas Covid. Kita Vaksin, Kita #DukungSehatkanBangsa  @polisi_jatim  @DivHumas_Polri  https://t.co/tRxfaj39nM",pos,
"Pemerintah mulai melaksanakan vaksinasi COVID-19. Namun, bagaimana hukum vaksin dalam Islam sebenarnya? Ini penjelasannya.  https://t.co/bleVxsV1mt",netral,
AYO SUKSESKAN VAKSIN COVID-19  https://t.co/vJpq17DQaB,pos,
Tersanjung dgn gaya PR pemerintah pilih Raffi Ahmad as a KOL untuk uji coba vaksin pertama di Indo. Dilihat dari sosok Raffi yg lekat di kalangan milenial smoga bs bangun trust ke publik buat vaksinasi covid-19,pos,
"Ya memang ketika Raffi Ahmad masuk dalam penerima vaksin di awal-aeal cukup mengherankan.  Satu harapan saya, semoga dia bisa memberi influence bahwa divaksin adalah sebuah ikhtiar meminimalisir  Covid-19.",pos,
Untuk mencapai tujuan indonesia bebas covid 19 perlu setidaknya 70% masyarakat yg di vaksin untuk membentuk kekebalan komunitas dan melihat efektivitas vaksin tersebut #vaksinasimelawanpandemi  https://t.co/2RUDdty8Nw,netral,
Pemkab Sidoarjo Suntikan Vaksin Covid-19 Pertama kepada 10 Pejabat Forkopimda  https://t.co/xjWkE7kuWF,netral,
"Vaksin Aman dan Halal   Indonesia Wajib Bebas Covid. Kita Vaksin, Kita #DukungSehatkanBangsa  https://t.co/3h3Ds90IWr",pos,
"@jcowacko Yg g mau vaksin blm prnah ngrasain nguli d rs pasien smp full,, blm lg TS bnyk yg positif, blm lg klwrganya yg trpapar . Gini msh blg g pcy covid, g mau vaksin org2 macam apa sbrnya mereka itu, apalgi itu anggota dewan yg menolak vaksin ngelus dada saya",neg,
Hamba kapan pak?? Yogyakarta akan Terima 19.620 Dosis Vaksin Covid-19 | REPUBLIKA ONLINE | LINE TODAY  https://t.co/X0McryKcOD #LINETODAY #REPUBLIKAONLINE,pos,
Pada kartu vaksinasi Covid-19 atas nama saya ini tercantum jadwal pemberian suntikan vaksin berikutnya yaitu 14 hari dari sekarang.  Kartu yang akan diberikan kepada semua orang yang divaksinasi ini sekaligus peningat agar tepat waktu menjalani vaksin kedua.  https://t.co/W5IOhP4ykc,netral,
"Akhiri Pandemi, Cinta Ajak Masyarakat Mau Disuntik Vaksin Covid-19  https://t.co/4phuqGBGq5",pos,
"Yang mau vaksin ya vaksin, yang gak mau ya gak usah, yang sehat jangan di sakit-sakitin, yang sakit jangan di covid-covidin #Bodoamat",netral,
"@ramdanaaaaa @AREAJULID Nanti followernya mau di vaksin, alasannya biar kaya RA, biar bisa ngumpul"" dan bebas covid tanpa memperhatikan 3M. Ngeri banget",neg,
@arifbsantoso @afrkml Butuh bbrp hari bagi tubuh memproduksi imun sejak disuntik vaksin covid. Bahkan ada yg direkomendasikan dua kali injeksi dg selang 21 hari agar mendapatkan hasil yg optimal.,netral,
"WASHINGTON-Presiden terpilih AS Joe Biden, Senin (11/1) menerima dosis kedua vaksin Covid-19, empat minggu setelah dia diberikan suntikan pertama. Biden disuntik dosis  https://t.co/0P6ijo8MZM",netral,
"Terima Vaksin COVID-19 Tahap Perdana, Ini Harapan Narti Pedagang Sayur di Pasar Inpres Kelapa Gading  https://t.co/BmePumUnWE",netral,
"#DukungSehatkanBangsa  , Polri ajak masyarakat untuk vaksinasi demi memulihkan Indonesia dari pandemi. Selain disiplin protokol kesehatan, vaksin Covid-19 adalah salah satu upaya dan harapan Indonesia agar terbebas dari Covid-19.  @polisi_jatim  @DivHumas_Polri  https://t.co/f20oIXcXxP",pos,
"""ketok e aku mung dadi kelinci ujicoba vaksin covid ro ujicoba cintamu sing Ra jelas",neg,
"@jcowacko Siapa sih yg ga mau vaksin...??? Siapa sih yg ga mau bebas dr covid...??? Pernahkah kita mikir, apakah ini masalah MAU atau TIDAK MAU? atau hanya masalah PERCAYA atau TIDAK PERCAYA...???",netral,
Vaksin covid-19 nihh  https://t.co/Sozj9pyhcn,netral,
"Vaksinasi Jabar Mulai, Besok Kang Emil dan Kang Uu Disuntik Vaksin Covid-19  https://t.co/YAWj2QYFFM",pos,
"Raffi Ahmad Suntik Vaksin Covid-19 Bareng Presiden Jokowi, Rasakan Reaksi Pegal-pegal Usai 30 Menit #VaksinYoVaksin #VaksinasiMelawanPandemi #VaksinasiCovid19    https://t.co/0pN6WV8sXx",neg,
"Jangan Langsung Percaya, Waspada 8 Hoaks Seputar Vaksin Covid-19 Ini  https://t.co/OXRevleo0i  https://t.co/R231NfjR8G",neg,
Vaksin Diprioritaskan untuk Warga yang Belum Terpapar Covid  https://t.co/RevMpbiJv3  https://t.co/ND4k74RXbv,netral,
temen gue banyak yg dapet vaksin mangat ya gaes kerja di lab covid,pos,
"@dr_koko28 Heran ga sih doc? Vaksin bukan yg paling ampuh menghentikan Covid tp terkesan di paksakan ke masyarakat. Maksutnya kalau antara 3M dan Vaksin fungsionalnya sama, bukannya lebih baik 3M yg di paksakan? Tanpa resiko jg kan 3M? Oya, setelah suntik vaksin apa sdh bebas tanpa 3M?",neg,
"ok menurut cnn indonesia, orang yg pernah terkonfirmasi covid BUKAN TIDAK MUNGKIN menerima vaksin, melainkan belum masuk daftar prioritas.   https://t.co/j9rD8V0HzH",netral,
Kemarin w sempet bete bgt karena debat sama atasan w. Udeh tua tapi ngeyel bilang vaksin ini itu lah. Ngaruh ke covid varian baru lah apa lah. Dah w jelasin tetep ngeyel. Buset dah u pada kalo ogah di vaksin bilang aja tapi kalo meninggal/sakit gosah maen salah2an ye.,neg,
Anggota Komisi IX DPR dari Fraksi PDI Perjuangan (PDIP) Ribka Tjiptaning menegaskan menolak vaksin COVID-19. Siapa sosok dr Ribka Tjiptaning?  https://t.co/VhzBVDClCZ,neg,
"Disuntik Vaksin Covid-19, Jokowi: Setelah 2 Jam Pegal Sedikit #LengkapCepatBeritanya #BeritaTerkini #Berita #News #BeritaNasional .  https://t.co/sOAbNB23VM",neg,
" https://t.co/K4v91eMBFA Sekretaris Jenderal Majelis Ulama Indonesia (MUI), Amirsyah Tambunan, yang sekaligus mewakili Muhammadiyah pada Rabu, 13 Januari 2021, turut berpartisipasi menjadi salah satu penerima vaksin Covid-19 perdana bersama Presiden @jokowi",netral,
"@detikcom Ya pernyataan yg disampaikan itu jd kesan nya propokatif bu.. Nanti semua akan berbicara HAM ketika menolak di vaksin,,tp yg pengen selamat dr covid jg punya Hak Asasi  yg harus dijaga..",neg,
"@Doraculla @henrysubiakto Semua org yg sdh vaksin ttp punya risiko terkena covid. Tapi efeknya tdk mematikan dan bs lekas sembuh tanpa perlu k rmh sakit. Inget sakit TBC? Itu akibat virus. Kl dulu ente ga disuntik vaksin BCG, serangan batuk ringan bs mematikan. Gmn? Paham?",pos,
"@ArilGuci @henrysubiakto Semua org yg sdh vaksin ttp punya risiko terkena covid. Tapi efeknya tdk mematikan dan bs lekas sembuh tanpa perlu k rmh sakit. Inget sakit TBC? Itu akibat virus. Kl dulu ente ga disuntik vaksin BCG, serangan batuk ringan bs mematikan. Gmn? Paham?",pos,
Aku ngga tertarik sama jokes presiden vaksin covid.,neg,
"Sekretaris Jenderal Majelis Ulama Indonesia (MUI), Amirsyah Tambunan, yang sekaligus mewakili Muhammadiyah pada Rabu, 13 Januari 2021, turut berpartisipasi menjadi salah satu penerima vaksin Covid-19 perdana bersama Presiden @jokowi   https://t.co/RNlsFjJEyY  https://t.co/sl3P4nrVaF",netral,
apakah orang yg alergi vaksin kebal terhadap covid?,netral,
"Dulu ada orang - orang yang:  Gw gak percaya covid, hidup mati di tangan Allah.   Orang yang dulu begitu sekarang jadi: Gw gak mau di vaksin, kalo abis vaksin mati gimana?",neg,
Hai SobatKom! Presiden Joko Widodo menegaskan bahwa vaksin Covid-19 Sinovac aman. Hal ini dikarenakan vaksin tersebut telah diuji melalui penelitian di beberapa negara dan terbukti aman.  https://t.co/FJgedHDBrW,pos,
"Percaya Pemerintah, Roger Danuarta dan Cut Meyriska Bakal Ikuti Jejak Raffi Ahmad, Divaksin  https://t.co/DQ5cs49EHu #everyBEEPDOsomething #cutmeyriska #rogerdanuarta #vaksin #vaksincovid-19",pos,
"@AREAJULID Yang kontra vaksin ini boleh kasi masukan lain nda ya untuk menekan angka covid, pake masker gamau, vaksin gamau, mati juga gamau.   Ttd, yang dirumah terus taunya positiv covid.",neg,
"Pimpin Rapat Pelaksanaan Bersiap Vaksin Covid-19, Bupati Siak Alfedri Minta Kesiapan Semua Pihak  https://t.co/ctLg13o9Pj  https://t.co/HpIqnEIRiH",netral,
"Ternyata, Pasangan Muslim Inilah Penemu Vaksin Covid-19!  Baca selengkapnya di sini!   https://t.co/yjHVXjm8Yd  #MataIndonesia #VaksinCovid19 #Covid19 #News",netral,
"@PropertyRiba @henrysubiakto Semua org yg sdh vaksin ttp punya risiko terkena covid. Tapi efeknya tdk mematikan dan bs lekas sembuh tanpa perlu k rmh sakit. Inget sakit flu? Itu akibat virus. Kl dulu ente ga disuntik vaksin, serangan flu ringan bs mematikan. Gmn? Paham?",pos,
"Vaksin Covid-19 ternyata bukan hanya untuk WNI, beberapa nama WNA akan masuk dalam prioritas. #ShinTaeYong  https://t.co/ZUFDq8BVHq",netral,
"@febrinasugianto ketika covid 19 datang, orang minta nya lockdown dulu. bukan minta vaksin.",neg,
@febrinasugianto karna nih suka denger dari emak sendiri katanya ada yg bilang misal pas awal covid itu bla bla trs lama lama vaksin bla bla yg intinya kontra deh. nah emak gw nmanya org awam ada yg bilang gni gt ya percaya aja.,neg,
"@llllliiiinoooo @catuaries Hai. Perlu diketahui beberapa kriteria untuk mendapat vaksin covid-19 yaitu yg berusia 18-59 tahun dan tidak mempunya riwayat penyakit penyerta seperti hipertensi,penyakit ginjal dll. Sedangkan pak Maruf Amin berusia 77tahun, keep think smart ok",netral,
Vaksin akan menjadi kunci untuk memberikan perlindungan bagi masyarakat terhadap Covid-19. Berdasarkan BPOM dan MUI Vaksin ini aman dan halal #VaksinasiMelawanPandemi  https://t.co/pyzmp7suXf,pos,
info vaksin covid-19 indonesia   https://t.co/Ky4u7xp5hp,netral,
"Ada vaksin gamau divaksin, giliran kena covid yg disalahin pemerintah, maunya apasiiiii",neg,
"Ribka Tjiptaning Tolak Vaksin Covid-19, Ini Sikap PDI Perjuangan 👇  https://t.co/pTDDaohEKw  #jabarnews #beritalokal #beritahiperlokal #harianjabar #jabartoday #beritajabar #beritajawabarat #jawabarat #jabar #ribkatjiptaning #tolakvaksincovid19 #sikappartai #pdiperjuangan @jokowi  https://t.co/bMzSEt1gJy",neg,
Semoga vaksinasi Covid-19 yang tahapannya telah dimulai hari ini setelah Bapak Presiden @jokowi menjadi orang pertama yang disuntik vaksin untuk memberikan kepercayaan dan keyakinan kepada masyarakat bahwa vaksin yang digunakan adalah aman,pos,
"Alhamdulillah, Hari ini Bapak Presiden @jokowi telah memulai ikhtiar besar sebagai warga negara Indonesia untuk terbebas dari pandemi dengan menerima vaksin Covid-19.  #VaksinItuBaik #VaksinUntukNegeri #SukseskanVaksinasi  https://t.co/jYfXjjyjoE",pos,
Yg ky begini mah ga usah dikasih vaksin ya. Toh berasa kebal ama covid,neg,
Pasien: P Dokter: D  P:”Dok udah ada vaksin tetep pake 3M kenapa si?” D:”Karena masi bisa kena covid meskipun ude divaksin” P:”Trus siapa aja circle kita yang baiknya divaksin?” D:”Yang ibu mau dia tetep idup dan g kena covid parah aja bu” P:(mikir lama),netral,
"Naah lihat tuh/Kenapa?/Bukti partai itu pendukung PKI, mereka menampung anak PKI/Ooo gitu, btw Mas menolak vaksin covid, yaa  ?/Iyalah, mana percaya saya sama rezim sekarang/Naah Ibu Ribka Tjiptaning juga menolak vaksin, berarti, Masnya sama dengan Ibu itu, PKI juga  ? /eh",neg,
"Kadernya Ada yang Menolak, PDIP Pastikan Dukung Vaksin Covid-19  https://t.co/ECMdn1bRD0",neg,
"#Repost @humaspoldajatim • • • • • • Berjuang bersama, Ikhtiar bersama. Indonesia Wajib Bebas Covid Kami Siap di Vaksin Ayo #sukseskanvaksinasi  #jawatimurbangkit  #jogojawatimur  https://t.co/gHEyYgr3rg",pos,
"Tahap Awal, Vaksin Covid-19 Didistribusikan ke Kota Padang dan Kabupaten Pessel  https://t.co/YLhNXFYmmE",netral,
"Besok, Seluruh Kepala Daerah di Banten Disuntik Vaksin Sinovac: Seluruh kepala Daerah di Provinsi Banten akan menerima vaksinasi Covid-19, yang dilakukan secara bersamaan di Pendopo Bupati Tangerang, di Jalan Kisamaun, Kota Tangerang, Kamis (14/1).  https://t.co/s8KtEFgEef",pos,
"Berjuang bersama, Ikhtiar bersama. Indonesia Wajib Bebas Covid Kami Siap di Vaksin Ayo #sukseskanvaksinasi  #JawaTimurBangkit @polisi_jatim  https://t.co/Dzlexzw5Un",pos,
waahh bogor mulai besok ada vaksin covid,pos,
"baru tahu yg pernah terkonfirmasi covid tidak bisa divaksin. kalau dr artikel ini, kyknya utk mencegah kejadian ikutan pasca imunisasi/KIPI.  gimana kl ternyata penerima vaksin pernah covid, tapi gak tau krn gak pernah tes gak bergejala? efeknya gimana?   https://t.co/RAS5euDLFK  https://t.co/XmlIaJ0x7E",netral,
Presiden @jokowi menjadi orang pertama yang menerima vaksin Covid-19.,netral,
"Wakil Presiden Ma’ruf Amin mengimbau seluruh masyarakat Indonesia untuk patuh menerima vaksin COVID-19, setelah program vaksinasi serentak dimulai Rabu. https://t.co/WQZlD7YsNe",pos,
"Presiden RI Jadi Orang Pertama Yang Disuntuk Vaksin Covid-19  Wajib Bebas Covid, Ayo #DukungSehatkanBangsa  https://t.co/9LodJ5Y47x",pos,
penduduk Indonesia memperoleh vaksin tersebut agar tercipta kekebalan komunal. Kekebalan komunal tersebut nantinya akan mencegah infeksi virus korona yang pada akhirnya dapat menjadikan pandemi COVID-19 terkendali.  https://t.co/cgLnItWsuo,pos,
"#Repost @humaspoldajatim Berjuang bersama, Ikhtiar bersama. Indonesia Wajib Bebas Covid Kami Siap di Vaksin Ayo #sukseskanvaksinasi  #jawatimurbangkit  #jogojawatimur  https://t.co/sIZTpJ4ei9",pos,
Vaksin COVID-19 untuk Mataram dan Lobar Mulai Didistribusikan   https://t.co/eN0ibz3KtN,pos,
Jokowi sdh menerima VAKSIN... COVID'19 MEMANGNYA INDONESIA SUDAH DI AMBAMG KEMATIAN MASSAL KARNA COVID KAA???,neg,
"*Kesan Presiden Jokowi Setelah Divaksin Covid-19 untuk Pertama Kalinya*  Presiden Joko Widodo menjadi pihak pertama yang menerima suntikan dosis vaksin Covid-19 perdana pada Rabu, 13 Januari 2021, di Istana Merdeka, Jakarta.  https://t.co/rZDydkEPrf",netral,
"Pasca disuntik vaksin Covid-19, Presiden Jokowi mengatakan tidak ada kejadian yang dialaminya. Namun, hanya sedikit pegal. #KAMUHARUSTAU   https://t.co/JpgJy4fBeI",neg,
"@tanyainrl gw plg takut disuntik. trs katanya ada efek samping dll.. itu semua ga sepanding sama banyak nya org yg kehilangan keluarganya krn covid-19. seenggaknya kl vaksin bisa mengurangi, knp harus tolak dan gak mau. katanya pgn ini berakhir",neg,
Bismillah.. dengan vaksin inshaa Allah kita turut berjuang memutus mata rantai covid-19.. semoga pandemi segera berakhir.. aamiin  Rois Hadayana Syaugie Ketua DPD Partai Gelora Indonesia Jakarta Barat  https://t.co/YCrKug6WqQ,pos,
"Jokowi Disuntik Vaksin Covid-19, Tokoh Agama Sulteng: Kewajiban Bukan Pilihan  https://t.co/NDfGWU7fpL",pos,
"Target Vaksin COVID-19 Tak Dapat Pemberitahuan, Menkes Budi: Kontak 119  https://t.co/2CQYIbvBCF",neg,
Mari dukung dan ikuti program vaksinasi Covid-19 untuk meningkatkan kekebalan tubuh kita. Vaksin aman dan halal. Cc @Kemenkumham_RI #SayaSiapDivaksinasi #VaksinasiMelawanPandemi #VaksinLolosUjiKlinis  https://t.co/dpifXbCBnv,pos,
Vaksin adalah ikhtiar bangsa bahkan dunia untuk mengakhiri pandemi Covid-19. Lindungi diri dan keluarga dengan vaksinasi covid-19.  #SukseskanVaksinasi  https://t.co/Ll5VRFLmKF,pos,
"@bayusetiawwan @jcowacko masih karena efektivitas pembentukan antibodi vaksin berbeda-beda. setelah divaksin ada 2 kemungkinan: 1. tidak dapat/sulit terinfeksi covid 2. dapat terinfeksi dengan gejala penyakit yang lebih ringan, bisa jadi OTG.",netral,
Lindungi kita Sikap optimis tidak akan lelah digencarkan untuk menguatkan keyakinan masyarakat terhadap hadirnya vaksin Covid 19. Vaksin Covid 19 sudah lulus uji klinis dan dinyatakan siap edar pada Januari 202  #IndonesiaSiapDiVaksin #VaksinUntukNegeri #VaksinAmandanNyaman  https://t.co/4xpMXlWqFK,pos,
"Indonesia memulai vaksinasi COVID-19 perdana dan Presiden Joko Widodo menjadi orang pertama yang menerima suntikan vaksin di Indonesia, hari Rabu (13/01) #vaksinasicovid-19  https://t.co/eMFQWxJ31D",pos,
"@septianrizkyp @launamila Negara mana aja yg nolak vaksin covid mas? Tolong di info resmi dan link nya? Saya di US, disini smua org menanti penuh harap vaksin covid.",neg,
"Yg penting buat saya dan keluarga :   1. Vaksin ini aman ( mengingat sinovac pun, juga sudah melebihi dari persyaratan WHO, yakni 50% )   2. Walau sudah di vaksin, tetap aja nerapin Prokes, sampai covid ini benar2 hilang..   Simple banget - anti ribet  https://t.co/F8QJTxqIcF",pos,
